DBN,School Name,School Type,Most Recent Quality Review,Quality Review Rating,Progress Rating,Achievement Rating,Environment Rating,College and Career Readiness Rating,Closing the Achievement Gap Rating,Principal,Enrollment,% ELL,% Students with Disabilities,% Self-Contained,% Free Lunch,% Black or Hispanic,% Overage,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Percent Asian,Percent Black,Percent Hispanic,Percent White,Percent Other,Principal at Time of Quality Review,Quality Review: How interesting and challenging is the curriculum?,Quality Review: How effective is the teaching and learning?,Quality Review: How well does the school assess what students are learning?,Quality Review: How clearly are high expectations communicated to students and staff?,Quality Review: How well do teachers work with each other?,State Accountability,Teacher Attendance,Years of Principal Experience at This School,Shared Space,Average SAT Score
09X327,Comprehensive Model School Project M.S. 327,High School,,N/A,N/A,N/A,N/A,N/A,N/A,Manuel Ramirez,221,0.045,0.267,0.086,0.933,0.986,0.041,2.5,2.6,0,0.226,0.76,0.009,0.005,,N/A,N/A,N/A,N/A,N/A,Good Standing,0.97,10,true,
01M292,Henry Street School for International Studies,High School,"April 8-9, 2014",Proficient,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,Not Meeting Target,Christine Loughlin,258,0.217,0.318,0.124,0.779,0.806,0.143,2.17,2.07,0.143,0.248,0.554,0.027,0.027,Christine Loughlin,Proficient,Developing,Proficient,Proficient,Proficient,Priority,0.96,2,true,1131
01M448,University Neighborhood High School,High School,"February 13 - 14, 2013",Proficient,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Elizabeth Collins,299,0.281,0.291,0.087,0.804,0.639,0.171,2.23,2.26,0.328,0.251,0.388,0.027,0.007,Elizabeth Collins,Proficient,Proficient,Proficient,Proficient,Proficient,Focus,0.97,5,false,1176
01M450,East Side Community School,High School,,N/A,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,N/A,Mark Federman,388,0.028,0.271,0.015,0.621,0.807,0.034,2.66,2.58,0.108,0.216,0.588,0.077,0.01,,N/A,N/A,N/A,N/A,N/A,Good Standing,0.99,13,true,1311
01M509,Marta Valle High School,High School,"May 5-6, 2014",Developing,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Not Meeting Target,Jannett Bailey,401,0.082,0.277,0.177,0.784,0.905,0.107,2.34,2.15,0.067,0.414,0.491,0.02,0.007,Jannett Bailey,Developing,Developing,Developing,Developing,Proficient,Priority,0.97,1,true,1150
01M539,"New Explorations into Science, Technology and Math High School",High School,"May 19-20, 23, 2011",Proficient,Exceeding Target,Exceeding Target,Approaching Target,Exceeding Target,N/A,Dr. Olga Livanis,610,0.003,0.069,0.007,0.216,0.309,0.003,3.48,3.49,0.366,0.125,0.18,0.29,0.039,Dr. Olga Livanis,Well Developed,Proficient,Proficient,Well Developed,Developing,Reward,0.97,8,false,1773
01M696,Bard High School Early College,High School,"January 15-16, 2014",Well Developed,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,N/A,Michael Lerner,560,0.004,0.013,0,0.21,0.336,0.005,3.7,3.64,0.163,0.143,0.189,0.489,0.016,Michael Lerner,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,Good Standing,0.98,4,false,1963
02M047,47 The American Sign Language and English Secondary School,High School,"October 22-23, 2013",Proficient,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Exceeding Target,Watfa A. Shama,184,0.071,0.348,0.12,0.799,0.918,0.054,2.3,2.17,0.027,0.266,0.652,0.049,0.005,Watfa A. Shama,Proficient,Proficient,Proficient,Proficient,Proficient,Focus,0.97,6,true,1212
02M135,The Urban Assembly School for Emergency Management,High School,,N/A,N/A,N/A,N/A,N/A,N/A,Rodolfo Elizondo,116,0.069,0.172,0.069,0.6,0.931,0.052,2.39,2.23,0.026,0.233,0.698,0.043,0,,N/A,N/A,N/A,N/A,N/A,Good Standing,0.98,1,true,
02M139,Stephen T. Mather Building Arts & Craftsmanship High School,High School,,N/A,N/A,N/A,N/A,N/A,N/A,Larry Gabbard,85,0.129,0.341,0.306,0.6,0.788,0.094,2.34,2.2,0.047,0.212,0.553,0.141,0.047,,N/A,N/A,N/A,N/A,N/A,Good Standing,0.99,1,true,
02M288,Food and Finance High School,High School,,N/A,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Roger Turgeon,443,0.029,0.178,0.02,0.71,0.905,0.041,2.48,2.32,0.05,0.411,0.494,0.041,0.005,,N/A,N/A,N/A,N/A,N/A,Good Standing,0.96,10,true,1146
02M294,Essex Street Academy,High School,"March 3-4, 2014",Proficient,Exceeding Target,Approaching Target,Exceeding Target,Approaching Target,Meeting Target,Erin Carstensen,349,0.037,0.258,0.032,0.632,0.782,0.04,2.47,2.25,0.052,0.341,0.441,0.158,0.009,Erin Carstensen,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Good Standing,0.97,4,true,1199
02M296,High School of Hospitality Management,High School,,N/A,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Yves Mompoint Jr,431,0.063,0.209,0.093,0.848,0.914,0.063,2.32,2.26,0.053,0.23,0.684,0.023,0.009,,N/A,N/A,N/A,N/A,N/A,Good Standing,0.98,2,true,1182
02M298,Pace High School,High School,,N/A,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,N/A,Yvette Sy,421,0.012,0.15,0.019,0.626,0.781,0.033,2.64,2.51,0.097,0.356,0.423,0.019,0.105,,N/A,N/A,N/A,N/A,N/A,Good Standing,0.97,10,true,1368
02M300,"Urban Assembly School of Design and Construction, The",High School,"December 17-18, 2013",Proficient,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Matthew Willoughby,427,0.094,0.225,0.077,0.723,0.902,0.059,2.33,2.26,0.063,0.302,0.6,0.03,0.005,Matthew Willoughby,Proficient,Proficient,Proficient,Proficient,Proficient,Good Standing,0.97,6,true,1304
02M303,"Facing History School, The",High School,2011-11-01T00:00:00.000,Proficient,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Dana Panagot,417,0.218,0.249,0.089,0.756,0.962,0.139,2.19,2.13,0.014,0.281,0.681,0.014,0.01,Dana Panagot,Proficient,Proficient,Proficient,Well Developed,Proficient,Focus,0.97,3,true,1090
02M305,"Urban Assembly Academy of Government and Law, The",High School,"April 10-11, 2013",Proficient,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,David Glasner,326,0.046,0.193,0.043,0.722,0.908,0.061,2.37,2.23,0.055,0.405,0.503,0.034,0.003,David Glasner,Proficient,Proficient,Proficient,Proficient,Proficient,Good Standing,0.96,5,true,1191
02M308,Lower Manhattan Arts Academy,High School,,N/A,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,John Wenk,362,0.047,0.293,0.072,0.622,0.856,0.05,2.4,2.2,0.086,0.293,0.555,0.036,0.03,,N/A,N/A,N/A,N/A,N/A,Good Standing,0.96,9,true,1236
02M316,"Urban Assembly School of Business for Young Women, the",High School,2011-10-28T00:00:00.000,Proficient,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Patricia Minaya,412,0.041,0.218,0.036,0.72,0.934,0.049,2.34,2.2,0.049,0.502,0.425,0.017,0.007,Patricia Minaya,Proficient,Proficient,Developing,Proficient,Proficient,Good Standing,0.94,9,true,1282
02M374,Gramercy Arts High School,High School,"Apr 11-12, 2013",Developing,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,James Johnson,548,0.031,0.193,0.026,0.606,0.889,0.057,2.55,2.27,0.029,0.442,0.443,0.066,0.02,Denise Dicarlo,Developing,Developing,Developing,Developing,Developing,Good Standing,0.96,1,true,1263
02M376,NYC iSchool,High School,2014-03-17T00:00:00.000,Well Developed,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,N/A,Isora Bailey,433,0.005,0.157,0.007,0.385,0.605,0,3.11,2.81,0.104,0.18,0.418,0.277,0.021,Isora Bailey,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Good Standing,0.98,2,true,1529
02M392,MANHATTAN BUSINESS ACADEMY,High School,"January 5-6, 2012",Proficient,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Exceeding Target,Karen Polsonetti,426,0.07,0.185,0.056,0.719,0.899,0.052,2.34,2.29,0.038,0.289,0.608,0.035,0.031,Karen Polsonetti,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Good Standing,0.97,5,true,1245
02M393,BUSINESS OF SPORTS SCHOOL,High School,"December 12-13, 2011",Proficient,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Joshua Solomon,420,0.06,0.248,0.06,0.727,0.943,0.081,2.26,2.17,0.019,0.39,0.552,0.024,0.014,Joshua Solomon,Proficient,Proficient,Developing,Proficient,Proficient,Good Standing,0.98,5,true,1145
02M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,High School,2014-04-30T00:00:00.000,Proficient,Meeting Target,Not Meeting Target,Meeting Target,Approaching Target,Approaching Target,Amber Najmi Shadid,358,0.159,0.223,0.084,0.751,0.64,0.056,2.44,2.37,0.31,0.196,0.422,0.039,0.034,Amber Najmi Shadid,Proficient,Proficient,Proficient,Proficient,Proficient,Good Standing,0.97,1,true,1164
02M400,High School for Environmental Studies,High School,"October 22-23, 2013",Proficient,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Shirley H. Matthews,1312,0.075,0.175,0.061,0.664,0.745,0.034,2.62,2.6,0.171,0.152,0.591,0.079,0.006,Shirley H. Matthews,Proficient,Proficient,Proficient,Proficient,Proficient,Good Standing,0.97,13,true,1444
02M407,Institute for Collaborative Education,High School,"March 19 - 20, 2013",Well Developed,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Peter Karp,267,0.004,0.135,0.011,0.125,0.367,0.041,2.84,2.4,0.067,0.124,0.195,0.513,0.101,Peter Karp,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Good Standing,0.96,2,true,1548
02M408,Professional Performing Arts High School,High School,"December 17-18, 2013",Proficient,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,N/A,Keith Ryan,417,0.002,0.082,0.01,0.214,0.52,0.012,3.15,2.77,0.048,0.278,0.235,0.415,0.024,Keith Ryan,Proficient,Proficient,Proficient,Proficient,Proficient,Good Standing,0.98,9,true,1553
02M411,Baruch College Campus High School,High School,,N/A,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,N/A,Alicia Perez-Katz,439,0,0.077,0.005,0.553,0.212,0.014,3.23,3.24,0.588,0.062,0.148,0.196,0.007,,N/A,N/A,N/A,N/A,N/A,Reward,0.97,10,false,1617
02M412,N.Y.C. Lab School for Collaborative Studies,High School,,N/A,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,N/A,Brooke Jackson,599,0.007,0.187,0.033,0.271,0.255,0.002,3.29,3.15,0.285,0.075,0.16,0.442,0.037,,N/A,N/A,N/A,N/A,N/A,Reward,0.98,8,true,1712
02M413,School of the Future High School,High School,"November 22-23, 2010",Well Developed,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,N/A,Stacy Paige Goldstein,420,0.002,0.183,0.01,0.312,0.46,0.01,3.03,2.72,0.148,0.121,0.286,0.35,0.095,Stacy Goldstein,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Good Standing,0.96,7,true,1550
02M414,N.Y.C. Museum School,High School,,N/A,Exceeding Target,Exceeding Target,Approaching Target,Meeting Target,N/A,Darlene Miller,462,0.011,0.097,0,0.606,0.545,0.006,3.18,3.11,0.312,0.132,0.413,0.139,0.004,,N/A,N/A,N/A,N/A,N/A,Good Standing,0.97,9,true,1495
02M416,Eleanor Roosevelt High School,High School,,N/A,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,N/A,Dimitri Saliani,531,0.006,0.041,0,0.172,0.145,0.004,3.64,3.59,0.211,0.038,0.107,0.621,0.023,,N/A,N/A,N/A,N/A,N/A,Reward,0.96,6,false,1833
02M418,Millennium High School,High School,,N/A,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,N/A,Colin Mcevoy,619,0.002,0.099,0.003,0.298,0.271,0.01,3.35,3.16,0.363,0.069,0.194,0.351,0.023,,N/A,N/A,N/A,N/A,N/A,Reward,0.97,2,true,1704
02M419,Landmark High School,High School,"April 30 – May 1, 2013",Proficient,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Caron Pinkus,396,0.159,0.253,0.058,0.86,0.917,0.129,2.19,2.1,0.053,0.21,0.707,0.023,0.008,Caron Pinkus,Proficient,Developing,Proficient,Proficient,Proficient,Focus,0.97,2,true,1211
02M420,High School for Health Professions and Human Services,High School,April 7-8 2014,Proficient,Meeting Target,Meeting Target,Meeting Target,Meeting Target,N/A,Robert Gentile,1706,0.052,0.142,0.04,0.68,0.715,0.038,2.7,2.62,0.221,0.219,0.496,0.061,0.003,Robert A. Gentile,Proficient,Proficient,Proficient,Proficient,Well Developed,Good Standing,0.97,5,true,1336
02M422,Quest to Learn,High School,"May 21-22, 2012",Proficient,N/A,N/A,N/A,N/A,N/A,Elisa Aragon,181,0.028,0.398,0.033,0.329,0.624,0.044,2.58,2.26,0.083,0.21,0.414,0.249,0.044,Elisa Aragon,Proficient,Proficient,Developing,Proficient,Proficient,Good Standing,0.98,5,true,
02M425,Leadership and Public Service High School,High School,"April 2-3, 2014",Proficient,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Philip Santos,685,0.064,0.206,0.107,0.709,0.882,0.092,2.35,2.19,0.054,0.264,0.616,0.045,0.02,Philip Santos,Proficient,Proficient,Proficient,Well Developed,Proficient,Good Standing,0.96,3,false,1289
02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,High School,"Feb 5- 6, 2013",Developing,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Meeting Target,Siv Boletsis,312,0.821,0.064,0.032,0.813,0.949,0.282,1.83,2.08,0.032,0.061,0.888,0.019,0,Siv Boletsis,Developing,Developing,Developing,Developing,Proficient,Good Standing,0.95,4,true,
02M429,Legacy School for Integrated Studies,High School,"January, 13-14, 2011",Developing,N/A,N/A,N/A,N/A,N/A,Arleen Liquori,71,0.042,0.451,0.268,0.812,0.972,0.113,2.18,1.97,0,0.437,0.535,0.028,0,Joan Mosely,Developing,Developing,Developing,Proficient,Proficient,Good Standing,0.97,2,true,
02M437,Hudson High School of Learning Technologies,High School,"November 19-20, 2012",Developing,Approaching Target,Exceeding Target,Meeting Target,Approaching Target,Exceeding Target,Nancy Amling,462,0.089,0.247,0.067,0.73,0.872,0.056,2.31,2.26,0.056,0.275,0.597,0.054,0.017,Nancy Amling,Developing,Developing,Developing,Proficient,Proficient,Good Standing,0.96,4,true,1305
02M438,International High School at Union Square,High School,"December 4-5, 2012",Proficient,Approaching Target,Not Meeting Target,Meeting Target,Approaching Target,Approaching Target,Gaylea Prichard-Silvers,339,0.9,0.047,0.012,0.796,0.537,0.28,1.75,2.24,0.386,0.118,0.419,0.077,0,Gaylea Prichard-Silvers,Proficient,Proficient,Proficient,Proficient,Proficient,Good Standing,0.98,4,true,1041
02M439,Manhattan Village Academy,High School,,N/A,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,N/A,Hector Geager,414,0.039,0.111,0.017,0.644,0.867,0.005,2.7,2.69,0.063,0.123,0.727,0.065,0.022,,N/A,N/A,N/A,N/A,N/A,Good Standing,0.97,15,false,1457
02M449,Vanguard High School,High School,"April 19-20, 2012",Proficient,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,William Klann,469,0.06,0.271,0.068,0.713,0.834,0.079,2.38,2.22,0.098,0.258,0.571,0.053,0.019,William Klann,Proficient,Proficient,Proficient,Proficient,Proficient,Good Standing,0.97,3,true,1248
02M459,Manhattan International High School,High School,"May 7-8, 2012",Proficient,Exceeding Target,Approaching Target,Exceeding Target,Meeting Target,Exceeding Target,Gladys Rodriguez,331,0.773,0.036,0.006,0.807,0.514,0.202,1.9,2.39,0.35,0.163,0.35,0.13,0.006,Alan Krull,Proficient,Proficient,Proficient,Proficient,Proficient,Focus,0.96,2,true,1275
02M460,Washington Irving High School,High School,"October 21-22, 2010",Proficient,N/A,N/A,N/A,N/A,N/A,Sarah Hernandez,308,0.182,0.25,0.166,0.687,0.916,0.153,2.22,2.15,0.049,0.38,0.536,0.032,0.003,Bernardo Ascona,Proficient,Proficient,Proficient,Well Developed,Proficient,Priority,0.96,2,true,1204
02M475,Stuyvesant High School,High School,,N/A,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,N/A,Jie Zhang,3292,0.001,0.013,0,0.341,0.036,0.001,3.99,4.14,0.731,0.01,0.024,0.217,0.018,,N/A,N/A,N/A,N/A,N/A,Reward,0.96,2,true,2133
02M489,High School of Economics and Finance,High School,"November 20-21, 2013",Proficient,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Michael Stanzione,767,0.08,0.171,0.047,0.686,0.679,0.055,2.57,2.61,0.244,0.218,0.459,0.073,0.007,Michael Stanzione,Well Developed,Proficient,Proficient,Proficient,Proficient,Good Standing,0.97,7,false,1379
02M500,Unity Center for Urban Technologies,High School,"February 02-03, 2012",Proficient,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Fausto De La Rosa,255,0.078,0.278,0.078,0.792,0.847,0.125,2.25,2.12,0.094,0.286,0.557,0.051,0.012,Fausto De La Rosa,Developing,Developing,Proficient,Proficient,Proficient,Good Standing,0.95,7,true,1051
02M507,Urban Assembly Gateway School for Technology,High School,2014-03-20T00:00:00.000,Well Developed,N/A,N/A,N/A,N/A,N/A,April Mckoy,367,0.035,0.202,0.052,0.591,0.863,0.038,2.49,2.37,0.068,0.338,0.52,0.049,0.025,April Mckoy,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Good Standing,0.98,3,true,
02M519,Talent Unlimited High School,High School,"January 14 – 15, 2013",Well Developed,Exceeding Target,Exceeding Target,Approaching Target,Meeting Target,N/A,Linda Hamil,530,0,0.07,0.008,0.477,0.749,0.019,3,2.68,0.047,0.353,0.391,0.202,0.008,Linda Hamil,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Good Standing,0.99,6,true,1434
02M520,Murry Bergtraum High School for Business Careers,High School,"March 4-6, 2014",Developing,Not Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,Lottie Almonte,1466,0.115,0.187,0.095,0.733,0.864,0.089,2.35,2.23,0.1,0.445,0.419,0.027,0.009,Lottie Almonte,Developing,Developing,Developing,Proficient,Developing,Focus,0.96,2,true,1206
02M529,Jacqueline Kennedy Onassis High School,High School,"January 14-15, 2014",Developing,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Edward Demeo,709,0.096,0.192,0.066,0.71,0.927,0.093,2.32,2.17,0.039,0.227,0.698,0.028,0.007,Edward Demeo,Developing,Developing,Developing,Proficient,Proficient,Focus,0.97,10,false,1261
02M531,Repertory Company High School for Theatre Arts,High School,,N/A,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,N/A,Manuel Urena,236,0.017,0.093,0.013,0.632,0.881,0.013,2.8,2.5,0.013,0.436,0.445,0.089,0.017,,N/A,N/A,N/A,N/A,N/A,Good Standing,0.96,1,false,1321
02M533,Union Square Academy for Health Sciences,High School,,N/A,N/A,N/A,N/A,N/A,N/A,Bernardo Ascona,223,0.13,0.179,0.094,0.734,0.803,0.072,2.46,2.37,0.161,0.242,0.538,0.031,0.027,,N/A,N/A,N/A,N/A,N/A,Good Standing,0.97,2,true,
02M534,Harvest Collegiate High School,High School,,N/A,N/A,N/A,N/A,N/A,N/A,Catherine Burch,232,0.026,0.25,0.052,0.64,0.767,0.03,2.67,2.37,0.06,0.203,0.556,0.172,0.009,,N/A,N/A,N/A,N/A,N/A,Good Standing,0.98,2,true,
02M542,Manhattan Bridges High School,High School,,N/A,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Mirza Sanchez Medina,552,0.634,0.038,0.014,0.835,1,0.092,2.03,2.26,0,0,1,0,0,,N/A,N/A,N/A,N/A,N/A,Good Standing,0.97,11,true,1089
02M543,New Design High School,High School,,N/A,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Scott Conti,439,0.041,0.253,0.103,0.661,0.904,0.073,2.36,2.17,0.055,0.301,0.601,0.018,0.025,,N/A,N/A,N/A,N/A,N/A,Good Standing,0.97,11,true,1160
02M545,High School for Dual Language and Asian Studies,High School,,N/A,Exceeding Target,Exceeding Target,Approaching Target,Exceeding Target,N/A,Li Yan,410,0.359,0.039,0.002,0.811,0.078,0.049,2.59,3.35,0.907,0.027,0.051,0.007,0.007,,N/A,N/A,N/A,N/A,N/A,Reward,0.98,11,true,1532
02M546,Academy for Software Engineering,High School,,N/A,N/A,N/A,N/A,N/A,N/A,Seung Yu,241,0.029,0.249,0.05,0.57,0.722,0.025,2.53,2.46,0.129,0.315,0.402,0.108,0.046,,N/A,N/A,N/A,N/A,N/A,Good Standing,0.98,2,true,
02M551,Urban Assembly New York Harbor School,High School,2014-04-03T00:00:00.000,Developing,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,Edward Biedermann,439,0.041,0.23,0.048,0.601,0.815,0.046,2.58,2.36,0.016,0.287,0.526,0.153,0.018,Edward Biedermann,Proficient,Developing,Proficient,Proficient,Developing,Good Standing,0.97,2,false,1342
02M580,Richard R. Green High School of Teaching,High School,"April 4-5, 2011",Proficient,Approaching Target,Approaching Target,Not Meeting Target,Meeting Target,Meeting Target,Nigel Pugh,593,0.056,0.285,0.098,0.793,0.934,0.078,2.31,2.2,0.039,0.356,0.578,0.02,0.007,David Raubvogel,Proficient,Proficient,Developing,Proficient,Proficient,Focus,0.96,2,true,1250
02M600,The High School of Fashion Industries,High School,,N/A,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,N/A,Daryl Blank,1732,0.025,0.14,0.047,0.701,0.913,0.028,2.66,2.45,0.043,0.378,0.532,0.038,0.01,,N/A,N/A,N/A,N/A,N/A,Good Standing,0.96,4,true,1260
02M615,Chelsea Career and Technical Education High School,High School,2011-11-02T00:00:00.000,Proficient,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Brian Rosenbloom,443,0.043,0.235,0.077,0.745,0.894,0.065,2.37,2.25,0.074,0.334,0.56,0.023,0.009,Brian Rosenbloom,Proficient,Proficient,Proficient,Proficient,Proficient,Good Standing,0.96,6,true,1188
02M620,Norman Thomas High School,High School,,N/A,N/A,N/A,N/A,N/A,N/A,Kenneth Cuthbert,200,0.24,0.28,0.145,0.807,0.975,0.105,2.06,2.02,0.01,0.245,0.73,0.01,0.005,,N/A,N/A,N/A,N/A,N/A,Priority,0.95,1,false,1153
02M625,High School of Graphic Communication Arts,High School,"October 19-21, 2010",Underdeveloped,N/A,N/A,N/A,N/A,N/A,Brendan Lyons,735,0.067,0.229,0.101,0.727,0.931,0.124,2.31,2.12,0.02,0.324,0.607,0.031,0.018,Jerod Resnick,Underdeveloped,Underdeveloped,Developing,Developing,Developing,Priority,0.97,3,true,1197
02M630,Art and Design High School,High School,"March 31 and April 1, 2011",Proficient,Approaching Target,Meeting Target,Approaching Target,Meeting Target,N/A,Eric Strauss,1438,0.013,0.172,0.041,0.545,0.779,0.038,2.78,2.53,0.093,0.252,0.526,0.116,0.013,Eric Strauss,Proficient,Proficient,Proficient,Proficient,Proficient,Good Standing,0.97,5,true,1365
02M655,Life Sciences Secondary School,High School,"December 5-6, 2013",Proficient,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Genevieve Stanislaus,658,0.085,0.196,0.07,0.659,0.91,0.058,2.37,2.28,0.04,0.271,0.64,0.029,0.021,Genevieve Stanislaus,Proficient,Proficient,Developing,Proficient,Developing,Good Standing,0.98,13,false,1254
03M283,Manhattan Theatre Lab High School,High School,"February 7-8, 2011",Developing,N/A,N/A,N/A,N/A,N/A,Lisa Ostrom,129,0.132,0.264,0.132,0.76,0.946,0.031,2.32,2.17,0.023,0.419,0.527,0.016,0.016,Evelyn Collins,Developing,Developing,Proficient,Developing,Developing,Good Standing,0.96,2,true,1239
03M299,"High School for Arts, Imagination and Inquiry",High School,"January 7-8, 2014",Proficient,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Exceeding Target,Stephen Noonan,435,0.133,0.237,0.083,0.792,0.963,0.115,2.26,2.1,0.005,0.395,0.568,0.025,0.007,Stephen Noonan,Proficient,Proficient,Proficient,Proficient,Developing,Focus,0.96,9,true,1172
03M307,"Urban Assembly School for Media Studies, The",High School,"November 14-15, 2013",Proficient,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Cordelia Veve,387,0.114,0.23,0.196,0.745,0.933,0.096,2.29,2.12,0.023,0.339,0.594,0.031,0.013,Cordelia Veve,Proficient,Developing,Proficient,Proficient,Proficient,Good Standing,0.97,5,true,1239
03M402,The Urban Assembly School for Green Careers,High School,"March 25-26, 2014",Proficient,Approaching Target,Not Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Kerry Decker,395,0.215,0.246,0.096,0.829,0.959,0.132,2.18,2.1,0.018,0.248,0.711,0.01,0.013,Kerry Decker,Proficient,Proficient,Proficient,Proficient,Proficient,Good Standing,0.97,1,true,994
03M403,The Global Learning Collaborative,High School,"February 26-27, 2014",Developing,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Karla L. Chiluiza,480,0.15,0.235,0.065,0.825,0.913,0.077,2.3,2.18,0.033,0.273,0.64,0.052,0.002,Karla Chiluiza,Developing,Developing,Developing,Proficient,Proficient,Good Standing,0.96,2,true,1207
03M415,Wadleigh Secondary School for the Performing & Visual Arts,High School,"February 25-26, 2014",Developing,Not Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,Tyee Chin,457,0.053,0.232,0.098,0.766,0.969,0.085,2.34,2.13,0.015,0.527,0.442,0.013,0.002,Tyee Chin,Developing,Developing,Developing,Proficient,Proficient,Focus,0.95,2,true,1195
03M417,FRANK McCOURT HIGH SCHOOL,High School,"Nov 13-14, 2012",Proficient,Meeting Target,Meeting Target,Meeting Target,Meeting Target,N/A,Danielle Salzberg,373,0.011,0.204,0.016,0.34,0.576,0.005,2.87,2.61,0.102,0.153,0.424,0.298,0.024,Danielle Salzberg,Proficient,Proficient,Developing,Proficient,Well Developed,Good Standing,0.97,4,true,1468
03M479,Beacon High School,High School,,N/A,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,N/A,Ruth Lacey,1276,0,0.063,0.003,0.202,0.396,0.003,3.5,3.24,0.092,0.148,0.246,0.475,0.038,,N/A,N/A,N/A,N/A,N/A,Good Standing,0.98,10,false,1710
03M485,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,High School,,N/A,Exceeding Target,Exceeding Target,Approaching Target,Exceeding Target,N/A,Dr. Lisa Mars,2730,0.001,0.03,0,0.238,0.324,0.004,3.56,3.34,0.194,0.116,0.191,0.46,0.038,,N/A,N/A,N/A,N/A,N/A,Reward,0.96,1,false,1776
03M492,"High School for Law, Advocacy and Community Justice",High School,"March 26-27, 2012",Well Developed,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Doreen Conwell,531,0.083,0.19,0.09,0.805,0.951,0.09,2.38,2.21,0.011,0.439,0.512,0.024,0.013,Doreen Conwell,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Good Standing,0.96,3,true,1186
